id,education,household,commute,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6,station1,station2,station3,station4,station5,station6
4357,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.1,0.1,0.3,0.3
4358,0,0,1,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,7.0692554,7.0692554,8.0791491,8.0791491,6.3118352,6.3118352,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,2,2,0,0,1,1,0.7,0.7,1,1,1,1,2,2,2,2,6,6,0,0,0.3,0.3,1,1
4359,1,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.2490015,4.2490015,4.6962648,4.6962648,5.1435281,5.1435281,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
4360,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.9482252,6.9482252,7.444527,7.444527,5.4593198,5.4593198,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0.3,0.3,1,1
4361,1,1,0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,5.3671598,5.3671598,4.2490015,4.2490015,4.6962648,4.6962648,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
4362,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.8627713,3.8627713,4.1386835,4.1386835,4.4145957,4.4145957,200,200,75,75,300,300,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.3,0.3,0.7,0.7
4363,1,1,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.1361303,1.1361303,1.262367,1.262367,0.75742022,0.75742022,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
4364,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.5247341,2.5247341,1.5148404,1.5148404,1.7673139,1.7673139,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
4365,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
4366,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4593198,5.4593198,2.9778108,2.9778108,3.4741126,3.4741126,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.1,0.1,0.3,0.3
4367,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,0.76686666,0.76686666,0.89467777,0.89467777,1.2781111,1.2781111,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6,0,0,0.1,0.1,1,1
4368,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.3671598,5.3671598,3.8017382,3.8017382,4.6962648,4.6962648,75,75,250,250,250,250,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,2,2,8,8,4,4,0,0,0.1,0.1,1,1
4369,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,3.0350346,3.0350346,4.1386835,4.1386835,50,50,150,150,400,400,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,2,2,6,6,0,0,0.7,0.7,1,1
4370,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,300,300,250,250,300,300,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
4371,0,0,0,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,4.1753448,4.1753448,125,125,300,300,300,300,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,1,1,1,1,8,8,8,8,4,4,0,0,0.1,0.1,1,1
4372,1,0,1,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,125,125,300,300,250,250,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4373,1,1,1,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,2.569443,2.569443,2.8906233,2.8906233,1.9270822,1.9270822,50,50,150,150,400,400,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,8,8,6,6,2,2,0,0,0.1,0.1,1,1
4374,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,1,1
4375,1,0,0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.8068884,5.8068884,4.2920479,4.2920479,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,8,8,2,2,0,0,0.7,0.7,1,1
4376,1,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.0359651,4.0359651,4.5107845,4.5107845,4.985604,4.985604,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
4377,1,1,0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,5.7941569,5.7941569,6.3459814,6.3459814,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.3,0.3,1,1
4378,0,1,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,2.6835799,2.6835799,3.3544749,3.3544749,3.5781065,3.5781065,200,200,300,300,350,350,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0,0,0.3,0.3,1,1
4379,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,125,125,300,300,250,250,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4380,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,2.8489165,2.8489165,3.5611457,3.5611457,3.7985554,3.7985554,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
4381,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,7.444527,7.444527,7.9408288,7.9408288,6.4519234,6.4519234,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,2,2,8,8,4,4,0,0,0.7,0.7,1,1
4382,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,2,2,6,6,2,2,0,0,0.1,0.1,1,1
4383,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.963018,4.963018,4.963018,4.963018,3.4741126,3.4741126,200,200,75,75,350,350,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,0.7,0.7,1,1,1,1,6,6,2,2,0,0,0.1,0.1,1,1
4384,0,1,1,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,8,8,8,8,2,2,0,0,0.7,0.7,1,1
4385,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.985604,4.985604,5.4604234,5.4604234,4.0359651,4.0359651,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
4386,0,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,75,75,250,250,400,400,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,1,1,4,4,6,6,0,0,0.1,0.1,0.3,0.3
4387,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,8,8,4,4,8,8,0,0,0.1,0.1,1,1
4388,0,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.6059019,1.6059019,0.96354111,0.96354111,1.1241313,1.1241313,75,75,300,300,350,350,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
4389,0,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.2118037,3.2118037,3.2118037,3.2118037,1.9270822,1.9270822,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
4390,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.8068884,5.8068884,4.2920479,4.2920479,4.7969948,4.7969948,75,75,300,300,350,350,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
4391,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
4392,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.586859,3.586859,75,75,250,250,250,250,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,2,2,4,4,8,8,0,0,0.3,0.3,1,1
4393,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.6059019,1.6059019,1.6059019,1.6059019,0.96354111,0.96354111,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
4394,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.2920479,4.2920479,2.7772075,2.7772075,3.2821543,3.2821543,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2,0,0,0.3,0.3,0.7,0.7
4395,1,1,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,2.2072979,2.2072979,2.4832101,2.4832101,2.7591223,2.7591223,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,1,1,1,1,1,1,6,6,8,8,0,0,0.3,0.3,0.7,0.7
4396,1,0,0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,4.7969948,4.7969948,5.8068884,5.8068884,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,8,8,6,6,2,2,0,0,0.3,0.3,1,1
4397,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.2490015,4.2490015,4.6962648,4.6962648,5.1435281,5.1435281,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
4398,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.8568222,4.8568222,5.3680666,5.3680666,4.3455777,4.3455777,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0.3,0.3,1,1
4399,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,6.6218936,6.6218936,5.2423324,5.2423324,5.7941569,5.7941569,200,200,300,300,350,350,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,1,4,4,6,6,0,0,0.3,0.3,1,1
4400,0,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.1,0.1,0.3,0.3
4401,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,0.59872647,0.59872647,0.69851422,0.69851422,0.89808971,0.89808971,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,2,2,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
4402,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,4,4,2,2,4,4,0,0,0.7,0.7,1,1
4403,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.2482626,2.2482626,2.8906233,2.8906233,3.2118037,3.2118037,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
4404,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
4405,0,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
4406,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8017382,3.8017382,2.4599482,2.4599482,3.3544749,3.3544749,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
4407,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.1,0.1,0.3,0.3
4408,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,3.0350346,3.0350346,4.1386835,4.1386835,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,2,2,6,6,0,0,0.3,0.3,1,1
4409,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,4,4,2,2,4,4,0,0,0.7,0.7,1,1
4410,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,4.7969948,4.7969948,5.8068884,5.8068884,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,1,1,8,8,4,4,0,0,0.7,0.7,1,1
4411,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
4412,1,0,0,sportcar,sportuv,sportcar,regcar,sportcar,truck,methanol,methanol,electric,electric,gasoline,gasoline,6.6474719,6.6474719,8.3093399,8.3093399,5.9352428,5.9352428,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2,0.7,0.7,1,1,1,1,1,1,2,2,4,4,0,0,0.7,0.7,1,1
4413,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,1.262367,1.262367,0.75742022,0.75742022,0.88365693,0.88365693,200,200,300,300,350,350,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.6,0.6,1,1,1,1,2,2,3,3,0.7,0.7,1,1,1,1,2,2,2,2,4,4,0,0,0.7,0.7,1,1
4414,1,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.0296809,3.0296809,3.2821543,3.2821543,4.0395745,4.0395745,75,75,250,250,250,250,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.25,0.25,1,1,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,2,2,0,0,0.7,0.7,1,1
4415,0,1,0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,125,125,300,300,250,250,2.5,2.5,4,4,6,6,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,2,2,2,2,4,4,0,0,0.7,0.7,0.1,0.1
4416,0,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,7.0659681,7.0659681,7.3871485,7.3871485,5.4600663,5.4600663,125,125,300,300,250,250,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,1,1,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,0.7,0.7
4417,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,8,8,4,4,0,0,0.1,0.1,1,1
4418,1,0,0,stwagon,truck,stwagon,van,stwagon,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.9198965,4.9198965,5.1435281,5.1435281,4.2490015,4.2490015,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,6,6,0,0,0.3,0.3,1,1
4419,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,8,8,8,8,2,2,0,0,0.7,0.7,1,1
4420,1,0,1,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.2847215,1.2847215,1.4453117,1.4453117,0.96354111,0.96354111,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,2,2,6,6,0,0,0.3,0.3,1,1
4421,1,0,0,stwagon,van,stwagon,regcar,stwagon,truck,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,75,75,400,400,250,250,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,4,4,2,2,4,4,0,0,0.3,0.3,1,1
4422,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3,1,1,0.7,0.7,1,1,8,8,4,4,8,8,0,0,0.7,0.7,1,1
